text;hof_OR_none
????????  Manuela Schwesig (SPD) ?? fordert: ?? Kriminelle Asylbewerber „SOFORT abschieben!'  ?? *überleg* ...WER hat uns verraten??? Die ...??  ;NOT
??????????????????  POL-HH: 190611-2. Zeugenaufruf nach gefährlicher Körperverletzung in Hamburg-St. Georg ;HOF
??????????????????????  Nichts ist zu peinlich, als dass es die deutsche Presse nicht schreiben würde. Sie wollen ihn wirklich an der Spitze sehen und bereiten den Wähler schon mal auf das Wahlergebnis vor. ;HOF
????????Unglaubliche Bilder????????;NOT
????'Cohn-Bendit ist kein altersverwirrter Spinner, sondern ein knallharter machtgeiler Kaderschmied der modernen Herrschsucht'. ????  ;HOF
????'PRO CHEMNITZ?????????????????? Mitstreiter wurden nach der heutigen Demonstration von Asylbewerbern mit Messern angegriffen'. ??  ;HOF
??DANIEL COHN-BENDIT - PÄDOPHÄLIE GRÜNEN POLITIKER im INTERVIEW ??  Mitschnitt mit Untertiteln von einem Video des heutigen Europa Abgeordneten der Grünen Daniel Cohn-Bendit. ;HOF
"??Hohn &amp; Spott ??    Wenn nur ein Funken Wahrheit in dem Video steckt sollten mal dringend alle bescheide vom JobCenter neu bewertet werden.    CDU SPD dieGrünen dieLinken FDP AFD ";NOT
„Aufgrund des gegenwärtigen Ermittlungsstands Zweifel am dringenden Tatverdacht“  Da müssen sich aber viele richtig entschuldigen und Köpfe rollen. ??    findbecci rebecca freeflorian schwagerwars    ;NOT
„Da derzeit keine weiteren Erfolgsaussichten durch die Öffentlichkeitsfahndung bestehen, werden die Bilder des Tatverdächtigen und dessen Fahrzeugs gelöscht.“    Und trotzdem wurde heute noch mal Angeln gegangen.??  findbecci rebecca freeflorian schwager  ;NOT
„Der Islam gehört zu  Deutschland??????“    „Unser Land wird sich verändern??“    „Es wird auch religiöser werden??“    Sehen SIE selbst??:    Die_Gruenen CDU spdde ;NOT
„Mullahs sind eine Gefahr für Europa und für Israel Deutsche Aussenpolitik spielt keine Rolle mehr! HeikoMaas abwählen! ;HOF
„Persönlich wird die Zehnjährige nach jetzigem Stand nicht mit Rebecca's Eltern sprechen, weil die Mutter dagegen sei.“    Was es doch für herzlose Mütter gibt – Mein persönlicher Eindruck  Passt zu: Verrecke Du mieses Stück-Slogan von GRÜNEN.??  findbecci  ;HOF
„Rebecca soll ihn über Instagram im Internet kennengelernt haben. Das Profil des Unbekannten sei aber seit dem 20. Februar gelöscht, das haben wir auch der Polizei mitgeteilt.“ Noch irgendwelche Fragen?! ??    findbecci rebecca    ;NOT
„Sie besuchte eine Grundschule im Dorf, der Freund ihrer älteren Schwester finanzierte ihren Alltag. Doch als der nach Europa ging, kam kein Geld mehr. Da konnte Melphia noch nicht einmal richtig lesen. Und so ging sie statt zur Schule nach Kumasi.“ ??  ;NOT
„Sie glauben doch nicht ernsthaft, dass erfahrene Mordermittler Hinweise, die dabei helfen würden, ein 15-jähriges Mädchen wiederzufinden, nicht beachten würden.“  Wenn es nicht so traurig wäre, als Hinweisgeber, würde ich lachen. ??  findbecci rebecca  ;NOT
"++ Linker Mainstream-Terror: Bürger sehen die Meinungsfreiheit sterben ++  Armutszeugnis für Gesellschaft &amp;Demokratie: 4 von 5 Deutschen fühlen sich in der Öffentlichkeit nicht länger frei, ihre Meinung zu äußern.  Am 26. Mai AfD wählen!  Europawahl";NOT
+++ ?? E I L M E L D U N G ?? +++   ???????? ???????????? ??   Heute in 7 Monaten ist Weihnachten   ?? ?????????????????? ??   +++ ?? E I L M E L D U N G ?? +++;NOT
+++ Warum erfährt die Öffentlichkeit erst jetzt davon, also zwei Wochen nach der bayerischen Landtagswahl? +++  Zeit für Sicherheit. Zeit für die Grenzschließung. Zeit für großangelegte Abschiebungen. Zeit für die AfD.  ?? ;NOT
++Kuehnert als Vorsitzender. Ein glänzender Vorschlag. Ein mit wirren Utopien angefüllter, etwas aufgeschwemmter Berufsjugendlicher mit 'Berufsabschluss' als Schülersprecher! SPDerneuern als Projektwoche! spd kann noch tiefer als nahles Darum:afdwirk;NOT
»Die internationale Kontinentaldriftkonferenz hat beschlossen  daß wir die Kontinentaldrift bis zum Jahr 2090 auf 2 Meter begrenzen müssen!  Wenn uns das nicht gelingt, werden wir alle störben.  Wir wollen, daß ihr in Panik geratet!  Gebt uns Money: Zum Abwenden d DriftNotstandes« ??;NOT
»Sie sind für die grassierende Armut in diesem Land verantwortlich!«  Der AfD-Abgeordnete Martin_Sichert spricht im Bundestag zum Thema 'HartzIV'.  Hartz4 Altersarmut   ?? ;NOT
"»Wenn die Fahne des ?? Halbmondes steigt, wird die Fahne des ?????? Regenbogens brennen!«  Aktuelle Stunde im Bundestag zu Maßnahmen gegen Homo- &amp; Transfeindlichkeit - Rede der stellv. AfD-Fraktionsvorsitzenden Beatrix_vStorch.  ?? ";HOF
"1. In 2002 erhielt der Serienmörder Niels Högel  ein von der Pflegedirektorin des Klinikums Oldenburg ausgestelltes Arbeitszeugnis. Sie bescheinigt ihm darin, „umsichtig, gewissenhaft und selbstständig“ gearbeitet &amp; in „kritischen Situationen überlegt und sachlich richtig“...";NOT
1. Wer stellt so eine Falle?  2. Wozu?  3. Warum geben sie das Video 2 Jahre später an Medien?  4. Was lief 2017-19?  5. Gab es Druck auf Strache?  6. Warum gehen 2 Spitzenpolitiker in ein Treffen, recherchieren scheinbar kaum - Name war erfunden! - und reden dann frei von der Leber?;NOT
1/2  'Über ihre Websites liefern Medien und Portale wie 'Bild', 'FAZ', 'Stern'   oder 'Brigitte' personalisierbare Daten an Facebook –  OHNE  Einwilligung der Nutzerinnen und Nutzer.  Das ist rechtswidrig.'  ;NOT
"109 Kinder zu opfern um eventuell einen vor dem Tod zu bewahren, ist für 78% eine Frage der Solidarität. Ich kann nicht mehr. ??    Papa Wilberg von der Capitol &amp; Aufklärer, alias der EkelWilfred, Wiltewka oder O. Wilke    Masern impfung nichtmehrmeinDeutschland ?? ";NOT
11 (!) Verfassungsklagen greifen das deutsche Gesetz zur Vorratsdatenspeicherung an.     Am 7.6. will die Bundesregierung die Telefon- und Internetüberwachung auf EU-Ebene mit planen:   ;NOT
13-jährige entkommt Entführer, weil:    Tipp einer Polizistin in so einem Fall: Hinlegen.  Aussage einer Linken zu sowas: Nur die ersten Minuten sind schlimm, danach kann es ein Genuss werden.  Der linke EkelWilfred: Alles richtig gemacht, Kleines. ??    NichtmehrmeinDeutschland ??;NOT
2 1/2 Jahre für ein Menschenleben?! Für unsägliche Quälerei? ;NOT
2 Tage vor der heftigen ??Explosion in Linköping, gab es bereits eine weitere Detonation   Polizei geht davon aus, dass diese eine Probesprengung war  Terrorismus kann nicht ausgeschlossen werden  ;NOT
2015: Bessermenschen bejubeln Illegale am Bahnhof.  2018: 'Schutzsuchende' verprügeln Bürger am Bahnhof,  Amberg;HOF
"20jähriger Syrer sticht ?? in S-Bahn auf 35jährigen Deutschen ein.  *Generalverdacht à la Strache:  *Kontaktschuld    Syrer sticht mit ?? --&gt; ALLE Syrer stechen mit Messer --&gt; ALLE Syrer kriminell.  =Conclusio nach Baerbock Laschet Stegner Nahles ????  ";NOT
27j. Asylbewerber aus ???? Niger: Schweres Sexualdelikt gegen ein 9jähriges(!) Mädchen.  Spontandemo von Einwohnern: 'Schützt unsere Kinder' in Dessau.  Rosslau Keine Dramatisierung bitte! [Faktenfinder Gensing] BMI_Bund  abuse Deutschland 2019 ;NOT
31-Jährige hat in Attnang (Bezirk Vöcklabruck) zwei Männer abgewehrt, die sie offenbar vergewaltigen wollten. Einer der beiden wird als südländischer Typ beschrieben, zu dem andern lagen gar keine Angaben vor. Von den Tätern fehlt vorerst jede Spur. ;NOT
44% Messerangriffe, 10% Bevölkerungsanteil. Die Linken wollen es einfach nicht wahrhaben. Michael;HOF
80 Afghanen dürfen in Bremen bleiben.  ;NOT
9-JÄHRIGE von Negroiden aus Nigeria brutal vergewaltigt ;HOF
9KU2d7vX4x6PEBM  Hi. Wollte Bescheid sagen, weil ich beim Herumsurfen gesehen habe, daß   8694sundance +  JustNobody2018  Dich o. Deine Tweets bei TwitterSupport melden, sich anschließend bei Erfolg (Löschung od. Sperrung) mit  Hetzlichen Dank abklats;NOT
a_watch .... nur die Spitze des Eisbergs. ??  ;NOT
ab in die schöne grüne Zukunft???????? ;HOF
ab morgen bei den Friday for no Hirn Demos ????     Scheissen für die Umwelt ?????? ;HOF
Abartig: „n-tv“ verharmlost Sex-Attacke auf 9-Jährige und regt sich über „rechte“ Demonstranten auf ;NOT
Absolut richtig, dieser Einsatz! Ich möchte nicht, dass Einsatzkräfte erst auf die Bombe warten, bevor sie einschreiten. Umstrittener Polizei-Einsatz in Köln: Ein Kommentar ;NOT
Absturz vorprogrammiert: Grüne Mallorca-Jetterin Charlotte Roche will sich nackt ans Flugzeug bindenCharlotte Roche,Ex-Viva-Moderatorin, Autorin und Grünen-Mitglied durfte in der letzten Lanz-Plapperrunde so richtig vom grünen Verbotsleder ziehen  gehe erst mal entspannt Kotzen?? ;HOF
Ach ja , sie streiken ! Na so was aber auch ! ? ??    'Unfaire Behandlung': Flüchtlinge treten in Hungerstreik  ;NOT
AdivonPoes reissmann _donalphonso ;NOT
AfD legt in Rheinland-Pfalz deutlich zu – SPD sackt ab ;NOT
AfD-MdB Ulrich Oehme:  »Erschreckend, dass Scharia-Recht weitaus mehr in nicht-islamischen Ländern des Europarates wie ????, ???? und neuerdings auch in ???? – wie zum Beispiel die Kinderehe – als Paralleljustiz praktiziert beziehungsweise geduldet wird.«  ;HOF
Afrikas Bevölkerung wird sich bis 2050 verdoppeln. Reicht das, um an eine Invasion aus dem Süden zu glauben?! Was helfen könnte, ist endlich Geburtenkontrolle zu fördern! Dafür bräuchten wir Experten, die können sich dann nennen, wie sie wollen! afd ;HOF
Äh, hab ich grad richtig gehört? tagesthemen Komentator BeckerRainald: „Vielleicht wäre ein Grüner Kanzler gar nicht so schlecht für unsere Zukunft.“   Kann ich melnen Rundfunkbeitrag wenigstens als Parteispende an die Grünen steuerlich absetzen? GEZ EP2019 Europawahl2019 ;NOT
akquirieren Männer,die sich um die Kinder kümmern wollen! ;NOT
Alert! Security    Windows-Kacheln entführt  Anwender, die noch Live-Kacheln auf ihrem Desktop haben, sollten diese entfernen. Es sieht ohnehin nicht so aus, als wäre diesen noch eine große Zukunft beschieden.    Kachelnmüssenweg ?? – böse Zungen sagen Merkel.  ;NOT
AlexE1789 Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?;HOF
Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?;HOF
Alle feiern und die Linken legen Brände. Die linke Szene bekommt mit ihren Taten keine Anerkennung der Bevölkerung!  ;HOF
Als erste Stadt Deutschlands hat das niedersächsische Hameln der fridaysforfuture Bewegung ein Denkmal gesetzt. ;NOT
Am Tag von NikiLauda s Unfall auf dem Nürburgring (1.8.1976) stürzte in Wien die Reichsbrücke über die Donau ein.    Am Tag von Niki Laudas Tod (20.5.2019) stürzte in Wien die Regierung ein.    Sowas gibt es nur bei ganz Großen.;NOT
Am Weltfahrradtag von Wien nach Prag. Ich Pussy habe aber trotzdem den Zug genommen.   VIEPRG ?? ;NOT
AMS-Chef Kopf: 'Das 'falsche' Studium ist besser als gar keines': ;NOT
An alle Türken, die meine Mutter ficken wollten: geht nicht, sie ist vor einigen Jahren verstorben.  Anschaffen war sie auch nicht, den Hurensohn könnt ihr euch also auch sparen.  Bastard?  Vergesst es, bin biodeutsch.  Schwul?  Ist höchstens eure Sprache!  TurksAreComingForIceland;HOF
Angela Merkel als Kunstkritikerin ;HOF
Anklage? Wozu? Ab in den nächsten Flieger!  Lampertheim ;NOT
AntifaLuebeck Politische Gegner töten? So wie es die linksfaschistische Antifa tut?;HOF
"Anti-Rechts- bzw. Anti-Extremismus-Vereine klagen:  F.Giffeys Ministerium BMFSFJ will die Dachverbände ab 2020 nicht mehr fördern.  Es wurde von Schwesig ein aufgeblasener Popanz?? von 50 --&gt; 106 Mio.€  Und: EINSEITIG?? (Extremismus ist nicht nur Rechts!!) ";NOT
Antisemitisch'er körperlicher Übergriff auf jüdischen Schüler durch  schulfremden Deutschtürken in Berlin Charlottenburg.  (Wieder als 'Rechts' eingeordnet?????)  Report_Antisem Antisemitismus ?? Kippa Deutschland  ;NOT
Antisemitismus Deutschland Berlin  ;NOT
Antisemitismus unter muslimisch-arabischen Jugendlichen: 'Du Jude!' als Schimpfwort ;NOT
Anwalt kostet Geld !  Gerichtsverfahren kostet Geld ! Diese Person kostet den Steuerzahler Unsummen !  Warum schiebt man so etwas nicht umgehend ab ? ??    Syrer belästigt und misshandelt fünf Frauen und Mädchen  ;HOF
ArasBacho Wer hat dem kriminellen Grapscher das geschrieben? So viel IQ hat der nicht, dass der auch nur einen Satz fehlerfrei schreiben kann.;HOF
Arbeiten können ja die doofen Deutschen????  wir kommen auch ohne Arbeit an ihr Geld???? ;HOF
ARD-Clown (StefanTroendle) erklärt NicolaBeerfdp und die FDP zu 'Feinden des Systems'.  Die Masken fallen, die wahre Fratze wird immer sichtbarer.  ;HOF
Argument gegen Parkgebühren für Fahrräder: Radfahrer zahlen ebenso Einkommenssteuer* wie PKW-Fahrer, belegen aber ungleich weniger öffentlichen Raum und verursachen viel weniger Straßenabnutzung als PKW-Nutzer.     *+ Steuern auf Fahrräder, Ersatzteile, Verbrauchsmaterial etc. ;NOT
ArmesDeutschla6  Hi. Wollte Bescheid sagen, da ich beim Herumsurfen gesehen habe, daß   Jaxxon2905  8694sundance  JustNobody2018  Deine Tweets bei TwitterSupport melden, sich anschließend bei Erfolg  (Löschung od. Sperrung) mit  HetzlichenDank abklat;NOT
'Ärzte und Ingenieure' kommen, sagten sie. 'Viele von ihnen hochbegabt', schrieben sie.    Now they eat their words.     ;NOT
Aschiebehaft u. die GrüneKhmer, mehr muss man eigentlich nicht wissen.  Falls es dem Herrn Lauinger entgangen sein sollte, hier noch mal zum Mitschreiben für Menschen mit Denkdefizit: Bevor ein Mensch in Abschiebehaft genommen wird, kann er immer noch freiwillig ausreisen. ;HOF
Asylbewerber belästigt Schulkind sexuell - ist wieder auf freien Fuß. rechtlos  ;NOT
Asylbewerberzahl in der EU steigt deutlich und mittlerweile kommt ein Viertel der Asylanträge von Staatsangehörigen eines Landes, dessen Bürger ohne Visum in die EU-Schengenzone einreisen können, wie Venezuela, Kolumbien, Albanien und Georgien Einreise  ;NOT
Asylwerber Amadou B. (28) aus Guinea (seit 2017 im Paradies ????) wollte Bachelor-Kandidatin Lina Kolodochka brutal vergewaltigen, fixierte ihren Oberkörper gewaltsam, Hand würgend am Hals, mit heruntergelassener Hose  Alltag in Deutschland Migrantengewalt  ;NOT
Auch auf die Gefahr hin das ich mich wiederhole,es war ein völlig korrektes Vorgehen seitens der Polizei. Wer provokant Allahu Akbar schreiend durch die Gegend läuft hat selbst schuld. Wer jetzt nicht durchgreift hat bei einem Terroranschlag keine Chance. Und das war gewollt! ;NOT
Auch die 200 Beschäftigten des Kaufhof/s in Kassel fürchten um ihren Arbeitsplatz  ' in „erheblichem“ Umfang sollen Jobs abgebaut  werden'  wie an anderen Standorten auch gibt es ab Juli betriebsbedingte Kündigungen  futschi  ;NOT
Auf der A5 bei Frankfurt gibt es jetzt Oberleitungslastwagen. ;NOT
Aufgrund der Insolvenz wird das Gerry Weber Geschäft im Alstertal Einkaufszentrum in Hamburg Poppenbüttel im November geschlossen  insgesamt 7 Modehäuser gibt es in Hamburg   futschi  ;NOT
Aufgrund Schneefalls in den Alpen öffnen die österreichischen SkiResorts  wieder (Saison eigentl am 7.4. beendet).  Ski Resorts in Austria reopen as heavy snowfall hits the Alps.  GlobalWarming ClimateEmergency KlimaKrise Erderhitzung  FridaysForFuture ;NOT
aus dem Saarland kommt eben nur er letzteMüll-fehlt ja noch AKK  also sorry meine Politik mässig  sonst wunderbare Menschen da!!???????? ;HOF
'Aus dem Vorgehen der Kollegen eine muslimfeindliche Haltung zu konstruieren ist bösartig und schäbig“, meint RainerWendt, Chef der Deutschen Polizeigewerkschaft. ;NOT
AusKalte   Auch bei  HetzlichenDank kucken  Dort findest du Screenshots u ganze Listen (wo dein Account auch drunter ist)  sowie die Meldeaccounts, die mit stalinistischem Eifer Säuberung betreiben.  DANKE TwitterSupport TwitterDE TwitterSecurity für;NOT
Auszug:'„In fünf arabischen Ländern gaben zwischen 31 und 64 Prozent der Männer an, Frauen sexuell belästigt zu haben. 40 bis 60 Prozent der Frauen berichteten von solchen Erfahrungen.“ '    Jetzt auch endlich bei uns. Danke CDU SPD FDP Migrationspakt    ;NOT
BadWildungen Täter mit dunkler Hautfarbe verfolgt junge Frau, attackiert sie von hinten, hält ihr ein Taschentuch mit einer betäubenden Flüssigkeit vors Gesicht, wodurch die junge Frau das Bewusstsein verliert ;NOT
baerbeli04 bernd471 Ich bin selbst aus dem Westen, aber davon können sich die gehirngewaschenen Weichbirnen mal eine Scheibe abschneiden.;HOF
Bayern München wird in dieser Saison die deutsche Meisterschaft und den Pokal gewinnen. In München nennen sie sowas eine „Scheißsaison“ und wollen dafür den Trainer rausekeln.    ;NOT
Bayern: Richter klagen über massive Zunahme von Asylverfahren - Bald könnten sie jeden zweiten Fall ausmachen... ;NOT
bearleenair Die Propaganda der Verschwörungsopfer verhallt in deren eigenen Informationsblasen...;NOT
bearleenair Es sagt aus, dass der Trend heute dahin geht, dass die Menschen in die Großstädte ziehen, dort wo die großen Firmen sitzen und wo es die gut bezahlen Jobs gibt.    In Ostdeutschland gibt es relativ wenig Großstädte, im Prinzip ist das meiste ;NOT
Beeindruckende Bühnenshow beim ESC, geschickter Einsatz von Trockennebel. Eurovision ;NOT
Bei Ausschreitungen der Klima-Spinner in Wien geht die Polizei robust gegen 'deutschen Berufsdemonstranten' vor: Kopf unter den Polizeiwagen und kurz anfahren, erschrecken den Greta-Jünger heftig!  ;HOF
Bei dem 'Partykönig' von Koeln der Polizisten anschrie, beschimpfte und mit seinem Presseausweis drohte 'Ich bin Journalist ihr habt mir gar nichts zu sagen' handelt es sich um ZDF  Reporter Andreas Halbach (59) Mitarbeiter von Frontal21 ;NOT
Bei den Mitarbeitern der 3 Warenhäuser von Kaufhof in Stuttgart geht die Angst um  87 Mitarbeiter müssen gehen, „Bis Juli gibt es freiwillige Abfindungsangebote“, danach Kündigungen  futschi  ;NOT
Bei einem Grillfest von Pro Chemnitz verbot die Polizei den Teilnehmern aus Rücksicht gegenüber Islamisten  ein ganzes Spanferkel zu grillen .  Nach dem Protestgrillen gegen das 'Zuckerfest' wurden zwei Teilnehmer von 2 Syriern mit einem Messer attackiert.   ;NOT
'Bei Linkshändern zwischen 1,69 und 1,72 konnten wir in absoluten Zahlen sogar nochmal zulegen im Vergleich zur letzten Gesamtelternversammlung. Das ist ein klares Mandat.' TwitternWie18Uhr;NOT
Bei München: Schwerer Raubüberfall: Täter fesseln Edeka-Angestellte und flüchten mit 10.000 Euro ;NOT
Bei Osram Opto Semiconductors in Regensburg läuft der Stellenabbau auf Hochtouren  300 Mitarbeiter haben Abfindungen akzeptiert und verlassen das Unternehmen  2500 Beschäftigte bleiben übrig  futschi  ;NOT
Beim Billa meinen sie, Schokoladenkäufe seien erst ab 6 Tafeln sinnvoll, und ich denke, sie haben damit recht. ;NOT
Beim Eurovision Song Contest 2019  Slogan: DareToDream  Wage-zu-träumen,  hat Großbritannien UK GreatBritain ???? den Brexit schon vollzogen...  musikalisch ?? jedefalls.  ESC Israel TelAviv2019 ESC2019  ;NOT
Bereicherung  Alltag in Deutschland, den Merkel +GoeringEckardt genauso drastisch haben wollten:  4 Polizisten??????? im Krankenhaus!  Nigeria'nische Flüchtlinge schlagen, werfen,treten auf Polizisten ein, springen gegen Polizei-Autos??  Germany migrants ;NOT
Bergsteiger auf dem Gipfel vom Matterhorn????Alpen   *Selfie mit einer Drohne  ??? 4478m Suisse Zermatt Alpes   ;NOT
Berlin bei Nacht – Strom ist nicht mehr alle.  Vielleicht haben durch den Stromausfall mal Einige gemerkt, was passiert, wenn es nur noch Windkrafträder gibt und der Wind mal keine Lust hat zu blasen und die Sonne nicht scheint. ??     DANKE    Merkel Grüne Linke AfD;NOT
Berlin kann nicht nur Flughäfen nicht bauen. Auch mit 'Heizung und Kühlanlagen' für große Immobilien ist die Hauptstadt überfordert. Wie wäre es mit einem Preisschild für die ganze Stadt - und dann einstellen bei Alibaba? ;NOT
Berlins grüner Justizsenator Behrendt...  Mehr muss man nicht wissen.  Der soll lieber nachsehen, ob seine Häftlinge in Moabit vollzählig sind und seinen Sauladen auf Vordermann bringen, da hat er genug Arbeit! ;HOF
BertSchnelling1 Bringt nix, die haben sich auf den Schwager eingeschossen.  Ich hoffe sie gehen nicht so weit, um dieser Blamage zu entgehen, und erfinden eine gefundene Rebecca, die nur an DNS erkannt wurde und der Schwager bekommt lebenslänglich. Sorry;NOT
Beschreibe 'beliebt'!    Wenn mir pausenlos von Menschen auf die Schultern gehauen wird, die zu dumm sind, sich selbst die Schuhe zuzubinden, mich eine gigantische ideologisierte Klimaprofiteur-Industrie pausenlos pusht und unfähige Politiker mit Denkverboten mich hofieren... ;HOF
"Besonders Deutschland wird kritisiert. Denn jeder Artikel muss erst von der Merkel, danach von den Grünen &amp; Linken abgesegnet werden, bevor er überhaupt Online oder Druck gehen darf.  ";NOT
'Betriebsblindheit: Unangemessene Wahrnehmungs- und Beurteilungstendenzen, die oft durch Routine verursacht sind.' tagesschau framing ;NOT
Bevormunden lassen die sich im Osten bestimmt nicht der Schuss geht nach hinten los ??????Sie fürchten AfD-Regierung: Hollywood-Stars schreiben Brief an Bewohner deutscher Stadt ;NOT
Bexbach: Drei syrische Jugendliche bedrohen am Pfingstwochenende an drei Tagen hintereinander Bahnreisende, auch mit Messer und belästigen Frauen und Mädchen - Polizei lässt sie immer wieder laufen  ;HOF
Bielefeld Syrischer Flüchtling ohne Zugticket widersetzt sich renitent der Fahrkartenkontrolle. Einen zufällig anwesenden Bundespolizist prügelt er ins Krankenhaus, ein Bahnmitarbeiter wird auch verletzt. ;NOT
Bild macht wieder + mit der auf Richtigkeit ungeprüften Schwager- und Familienhetze, die sie selbst mit in die Hirne der Nachbarn und Leser gestreut haben.??    Der EkelWilfred    Nicht mithetzen, findbecci helfen und nach einer lebenden Rebecca zu suchen. ;NOT
Bild wieder – Könnte wieder… ??    Sucht und findet Becci.    rebecca findbecci    ;NOT
Bild-Zensur von instagram erfolgreich bekämpft: Mein zensiertes Bild von unserem Wahlplakat ist wieder online! Danke an Steinhoefel Was ein Skandal, dass man heutzutage einen Anwalt einschalten muss, um nicht mundtot gemacht zu werden. ;NOT
